Recency,Frequency,Monetary,Cluster,Target
-0.2553574809679507,-0.1652587361645046,-0.1442076595091426,0,1
1.2446029157375529,-0.1652587361645046,-0.1659795520535109,1,0
-0.6853461280235285,2.173281161383372,13.669070753554324,4,1
-0.8953405835622991,0.6142545630181209,0.1774364783914597,0,1
0.204630374021737,-0.4250965025587132,-0.1541673908217894,0,0
-0.2853566889020608,-0.4250965025587132,-0.161754009211081,0,1
-0.7653440158478221,-0.0353398529674004,-0.1387627393746371,0,1
0.0346348623951132,-0.1652587361645046,-0.1391499139162815,0,0
-0.9153400555183724,0.4843356798210166,-0.0216902810596364,0,1
0.7046171729235716,-0.2951776193616089,-0.0326324121431799,1,0
-0.1453603852095471,-0.4250965025587132,-0.142082649812186,0,1
1.0246087242207458,-0.4250965025587132,-0.1637188087528744,1,0
-0.7053455999796019,-0.1652587361645046,-0.1366755570754273,0,1
-0.6653466560674551,0.6142545630181209,0.6566606547413519,0,1
-0.8353421676940789,-0.0353398529674004,0.1887068177789834,0,1
-0.4953511444408313,-0.4250965025587132,-0.200025322596217,0,1
-0.5653492962870882,1.3937678622007466,0.4932229324939067,3,1
-0.4953511444408313,0.0945790302297038,0.3343333985402619,0,1
-0.9153400555183724,0.3544167966239123,1.2596082359865624,0,1
-0.0753622333632903,-0.2951776193616089,-0.1388628707216141,0,1
-0.1253609132534738,-0.2951776193616089,0.6425788496448182,0,1
0.07463380630726,-0.4250965025587132,-0.1719206786408136,0,0
-0.9053403195403356,1.7835245117920593,0.3223276500377182,3,1
-0.7853434878038954,-0.2951776193616089,0.0948559313984738,0,1
2.744563312443056,-0.4250965025587132,-0.209242969370712,1,0
-0.8953405835622991,-0.4250965025587132,-0.209408742378485,0,1
-0.7153453359576386,0.0945790302297038,0.3283410937089488,0,1
-0.7053455999796019,-0.4250965025587132,-0.2137099400164087,0,1
-0.345355104770281,-0.4250965025587132,-0.1170375747921913,0,1
1.5045960511665069,-0.4250965025587132,-0.1755387579782497,1,0
-0.4853514084627947,-0.4250965025587132,-0.1785471486696479,0,1
-0.7053455999796019,-0.0353398529674004,0.2239630650495893,0,1
0.6346190210773148,-0.2951776193616089,-0.2065360852907667,1,0
-0.8153426957380054,0.0945790302297038,0.7767136894847018,0,1
-0.7553442798697854,-0.2951776193616089,-0.1806476818151212,0,1
0.4146248295605075,-0.4250965025587132,-0.1498828817416952,0,0
-0.3653545767263543,-0.4250965025587132,0.1640010767681886,0,1
-0.1953590650997306,0.2244979134268081,0.0459039410024565,0,1
-0.4853514084627947,-0.1652587361645046,0.1253615025402816,0,1
-0.2653572169459874,0.3544167966239123,0.0343743726833146,0,1
-0.215358537055804,-0.2951776193616089,-0.123146699528311,0,1
0.0146353904390399,-0.2951776193616089,-0.1365553994590549,0,0
-0.7353448079137119,-0.2951776193616089,-0.0962013540567971,0,1
-0.3953537846604644,-0.0353398529674004,-0.0789353721263943,0,1
-0.8253424317160422,0.4843356798210166,-0.0937025206644596,0,1
-0.7553442798697854,-0.2951776193616089,-0.1459777592095917,0,1
0.9546105723744888,-0.2951776193616089,-0.1473851609198798,1,0
-0.9053403195403356,3.34255111015731,1.9770137348201515,3,1
-0.6053482401992349,0.3544167966239123,0.5026419545328776,0,1
-0.6353474481333451,0.0945790302297038,0.2096398321497888,0,1
-0.7553442798697854,1.7835245117920593,0.5920570222423056,3,1
-0.3853540486824277,-0.4250965025587132,-0.1480705043614113,0,1
-0.7653440158478221,0.8740923294123294,0.5298231649550488,0,1
-0.6953458640015652,0.2244979134268081,1.2422376724270947,0,1
-0.8853408475842623,-0.4250965025587132,-0.1527866908040286,0,1
-0.8153426957380054,-0.4250965025587132,-0.169896912861356,0,1
-0.6453471841113817,-0.0353398529674004,0.1365528494207456,0,1
-0.6953458640015652,0.7441734462152251,0.3940784355698792,0,1
-0.7553442798697854,0.4843356798210166,0.0479199187882604,0,1
-0.5953485042211982,0.2244979134268081,0.2767467483232604,0,1
-0.8253424317160422,-0.1652587361645046,-0.0840665473737051,0,1
2.4345714971239194,-0.4250965025587132,-0.1912883062872117,1,0
-0.8753411116062256,0.7441734462152251,0.3742312900285135,0,1
-0.5353500883529781,-0.4250965025587132,-0.1773288839480942,0,1
-0.2953564248800975,-0.2951776193616089,-0.1992676620707576,0,1
0.7346163808576817,-0.2951776193616089,-0.1802949969596577,1,0
-0.7653440158478221,0.3544167966239123,-0.0899142180371627,0,1
-0.1053614412974004,-0.4250965025587132,-0.1124993996330887,0,1
-0.7153453359576386,-0.1652587361645046,-0.183637158807646,0,1
-0.6953458640015652,0.8740923294123294,0.2451608712046228,0,1
2.444571233101956,-0.4250965025587132,0.0128083056855101,1,0
0.0346348623951132,0.0945790302297038,0.1857551681842054,0,0
-0.7453445438917486,-0.2951776193616089,-0.1749201687680361,0,1
1.40459869138614,-0.4250965025587132,-0.2203742374429898,1,0
0.4146248295605075,-0.1652587361645046,-0.0833823165026956,0,0
-0.6653466560674551,-0.2951776193616089,-0.184241284601074,0,1
1.9145852262660112,-0.4250965025587132,-0.2089147610667318,1,0
0.5046224533628378,-0.2951776193616089,-0.1192337890025538,0,0
-0.2653572169459874,-0.2951776193616089,-0.213194819864738,0,1
0.204630374021737,-0.4250965025587132,-0.1604300502899405,0,0
1.7445897146393876,-0.4250965025587132,-0.1153275538999284,1,0
2.604567008750543,-0.4250965025587132,-0.1858622998515796,1,0
-0.1453603852095471,-0.2951776193616089,-0.0825757028742696,0,1
-0.6453471841113817,0.0945790302297038,0.0499069697404931,0,1
-0.9153400555183724,0.0945790302297038,0.0002918873133835,0,1
-0.2853566889020608,-0.4250965025587132,-0.1906307771087294,0,1
-0.1353606492315104,0.0945790302297038,0.0645283715401808,0,1
0.5046224533628378,-0.4250965025587132,-0.1618330017181407,0,0
-0.5353500883529781,-0.2951776193616089,-0.2071101716801016,0,1
-0.7353448079137119,0.8740923294123294,-0.0294270964693935,0,1
-0.8353421676940789,0.4843356798210166,0.2705163534002462,0,1
-0.9153400555183724,-0.1652587361645046,-0.0820639204341649,0,1
-0.1053614412974004,-0.1652587361645046,-0.1897551841079414,0,1
-0.8353421676940789,0.2244979134268081,-0.0134383454982086,0,1
-0.3253556328142076,-0.0353398529674004,-0.0436112580539483,0,1
-0.7753437518258587,-0.4250965025587132,-0.2146200227033775,0,1
-0.6253477121553084,-0.4250965025587132,-0.1896305762094812,0,1
0.3846256216263975,-0.4250965025587132,-0.1073726746678657,0,0
-0.0053640815170334,-0.2951776193616089,-0.148852641438354,0,0
-0.4953511444408313,-0.1652587361645046,1.1734908273042444,0,1
-0.6353474481333451,-0.4250965025587132,-0.1880596266324641,0,1
-0.7053455999796019,-0.0353398529674004,0.3909665758199381,0,1
-0.7253450719356752,1.653605628594955,1.2623195703485954,3,1
-0.6253477121553084,-0.1652587361645046,-0.1193884363051072,0,1
-0.5653492962870882,-0.4250965025587132,-0.1870861274257431,0,1
-0.1753595931436572,-0.2951776193616089,-0.1172511883324089,0,1
-0.4553522005286846,-0.2951776193616089,-0.0993265646530018,0,1
1.0546079321548558,-0.2951776193616089,-0.2054324153329757,1,0
0.7346163808576817,-0.4250965025587132,-0.2179599594103218,1,0
-0.1353606492315104,-0.4250965025587132,-0.1212074891085229,0,1
2.654565688640726,-0.4250965025587132,-0.2098604460104035,1,0
-0.5353500883529781,-0.2951776193616089,-0.1798410681866953,0,1
-0.8453419036721156,0.7441734462152251,0.1822405579053123,0,1
-0.4253529925945745,-0.2951776193616089,-0.161384635797788,0,1
-0.7653440158478221,0.0945790302297038,1.105527231828858,0,1
-0.8453419036721156,-0.4250965025587132,-0.19851667696843,0,1
2.184578097673002,-0.2951776193616089,-0.1660574319900486,1,0
-0.8753411116062256,-0.1652587361645046,0.0088720311787916,0,1
2.1045802098487085,-0.4250965025587132,-0.2019778838622687,1,0
-0.8453419036721156,0.3544167966239123,0.1921936137948273,0,1
1.684591298771167,-0.4250965025587132,-0.1777182836307826,1,0
1.9645839061561947,-0.4250965025587132,-0.2123170017229062,1,0
-0.0653624973852536,-0.4250965025587132,-0.1894280883744832,0,1
-0.6953458640015652,0.7441734462152251,0.8174070688961594,0,1
-0.9053403195403356,3.602388876551519,0.2303492198456787,3,1
-0.5253503523749414,-0.2951776193616089,-0.1707413538875288,0,1
-0.8353421676940789,-0.2951776193616089,-0.1150227095769094,0,1
1.3446002755179198,-0.4250965025587132,-0.2106904236197908,1,0
2.234576777563185,-0.4250965025587132,-0.204247527727081,1,0
-0.5653492962870882,0.0945790302297038,-0.0821562637874881,0,1
-0.5753490322651249,-0.1652587361645046,-0.1553667418444696,0,1
-0.7153453359576386,-0.2951776193616089,0.0823573141546988,0,1
-0.1453603852095471,-0.4250965025587132,-0.1795517998509839,0,1
1.5445949950786535,-0.4250965025587132,-0.1823020741812858,1,0
-0.5253503523749414,-0.4250965025587132,-0.2065549989896402,0,1
1.4645971072543602,-0.2951776193616089,-0.1716592245681514,1,0
-0.8953405835622991,1.3937678622007466,0.5815532439444171,3,1
-0.8853408475842623,0.6142545630181209,0.0315840458142218,0,1
1.4145984273641767,-0.2951776193616089,-0.0015761185929986,1,0
-0.7553442798697854,-0.4250965025587132,-0.2066406669198316,0,1
-0.8453419036721156,-0.4250965025587132,-0.2125306152631239,0,1
-0.5353500883529781,-0.4250965025587132,-0.2046424902623792,0,1
-0.6353474481333451,-0.2951776193616089,-0.1566039202648967,0,1
1.1846044998693328,-0.2951776193616089,0.8689168589221784,1,0
2.244576513541222,-0.4250965025587132,-0.1781688746921792,1,0
-0.0053640815170334,-0.2951776193616089,-0.1798655447381786,0,0
0.1646314301095902,-0.1652587361645046,-0.1820350572560138,0,0
-0.5453498243310149,0.7441734462152251,0.1428488860045558,0,1
-0.4153532566165378,-0.2951776193616089,-0.1597647331178044,0,1
-0.7353448079137119,-0.0353398529674004,0.1954734716935854,0,1
-0.8253424317160422,0.4843356798210166,0.107787338575294,0,1
-0.6353474481333451,0.3544167966239123,-0.1136698238221978,0,1
-0.6353474481333451,0.7441734462152251,0.0606098981618137,0,1
0.9746100443305624,0.0945790302297038,-0.1643496362388296,1,0
-0.3353553687922443,-0.4250965025587132,-0.2115159509470901,0,1
-0.7053455999796019,-0.4250965025587132,-0.1463104177956598,0,1
-0.1353606492315104,-0.2951776193616089,-0.2002723132520936,0,1
-0.3253556328142076,-0.4250965025587132,-0.0528200042642675,0,1
-0.1453603852095471,-0.1652587361645046,-0.1031816215116168,0,1
-0.6953458640015652,0.0945790302297038,0.005037000589572,0,1
-0.4053535206385011,-0.4250965025587132,-0.0957863652521034,0,1
-0.1853593291216939,-0.4250965025587132,-0.1502222157508951,0,1
-0.3553548407483177,0.0945790302297038,0.1435342294460873,0,1
1.8545868103977912,-0.4250965025587132,-0.1934389051061736,1,0
-0.9053403195403356,-0.0353398529674004,0.0263594146430657,0,1
0.0246351264170766,-0.2951776193616089,-0.1491919754475539,0,0
-0.6353474481333451,-0.4250965025587132,-0.1889964110119601,0,1
-0.7053455999796019,-0.4250965025587132,-0.2088246428544524,0,1
-0.7653440158478221,0.6142545630181209,0.1765619979611938,0,1
-0.7753437518258587,-0.1652587361645046,-0.0795328224966904,0,1
-0.9053403195403356,2.043362278186268,1.2945206989658806,3,1
1.3945989554081033,-0.4250965025587132,-0.2085142356788237,1,0
1.8345873384417175,-0.4250965025587132,-0.1946071041542387,1,0
0.1346322221754802,-0.2951776193616089,-0.1572213969045882,0,0
1.1946042358473694,-0.2951776193616089,0.0700422710470483,1,0
-0.6953458640015652,0.6142545630181209,0.5080234581476312,0,1
-0.8153426957380054,0.3544167966239123,0.2697164151949521,0,1
-0.8853408475842623,-0.1652587361645046,-0.1410524095088447,0,1
-0.8253424317160422,-0.2951776193616089,-0.0871572682837289,0,1
-0.3553548407483177,-0.4250965025587132,-0.1572914888474721,0,1
-0.3353553687922443,-0.0353398529674004,0.012206405033126,0,1
-0.0253635534731068,-0.2951776193616089,-0.0406184433498576,0,1
-0.2553574809679507,0.4843356798210166,0.4414272118437423,0,1
-0.5953485042211982,-0.4250965025587132,-0.1538213813894577,0,1
1.4645971072543602,-0.4250965025587132,-0.1744695777066396,1,0
-0.6853461280235285,-0.1652587361645046,-0.0978713224102692,0,1
0.2246298459778104,-0.4250965025587132,-0.2078689447760829,0,0
-0.6753463920454919,-0.1652587361645046,-0.1158193100706377,0,1
0.3546264136922874,0.2244979134268081,0.1435631562796584,0,0
0.3746258856483608,-0.4250965025587132,-0.1753807729641304,0,0
-0.5853487682431616,-0.0353398529674004,-0.0310503368609431,0,1
-0.8753411116062256,-0.2951776193616089,-0.0786917191820835,0,1
-0.7053455999796019,1.0040112126094336,0.1856383482793989,0,1
0.6246192850992781,-0.4250965025587132,-0.1931663253282917,1,0
0.1446319581535169,-0.1652587361645046,-0.1591817461642937,0,0
-0.8953405835622991,-0.4250965025587132,-0.1935679632867217,0,1
2.4245717611458826,-0.4250965025587132,-0.2158683268290243,1,0
2.384572817233736,-0.4250965025587132,-0.126197367899544,1,0
0.5646208692310579,-0.2951776193616089,0.0173097660173877,1,0
-0.8153426957380054,0.0945790302297038,-0.1615771104980883,0,1
-0.7553442798697854,0.0945790302297038,0.2221696013681789,0,1
-0.8153426957380054,-0.0353398529674004,-0.0457362677509049,0,1
-0.7353448079137119,-0.4250965025587132,-0.1522237301199134,0,1
-0.6253477121553084,-0.4250965025587132,-0.2183515842340541,0,1
-0.8153426957380054,-0.4250965025587132,-0.2012825272860395,0,1
-0.9153400555183724,0.8740923294123294,0.1997635436262895,0,1
-0.8453419036721156,0.6142545630181209,0.3145919471984831,0,1
2.324574401365516,-0.4250965025587132,-0.2215424364910549,1,0
-0.345355104770281,-0.4250965025587132,-0.1595577950007185,0,1
-0.8053429597599688,-0.0353398529674004,0.195020655491145,0,1
0.5846203411871314,-0.1652587361645046,0.0767410581598104,1,0
-0.8253424317160422,0.0945790302297038,0.1047800604544177,0,1
2.374573081255699,-0.4250965025587132,-0.2034186626882157,1,0
-0.8753411116062256,-0.2951776193616089,-0.1606269752723286,0,1
-0.5353500883529781,-0.0353398529674004,-0.0093084837206679,0,1
-0.6753463920454919,0.2244979134268081,-0.0804251040553078,0,1
-0.505350880418868,1.0040112126094336,1.7327388635876424,3,1
-0.3353553687922443,-0.0353398529674004,-0.1047203065434968,0,1
-0.9153400555183724,-0.0353398529674004,-0.1325579335736282,0,1
-0.7753437518258587,2.303200044580476,1.30540942666437,3,1
-0.8853408475842623,3.4724699933544145,1.138599503164843,3,1
-0.8853408475842623,1.3937678622007466,0.7145265601593672,3,1
-0.8453419036721156,0.3544167966239123,0.0255183113284588,0,1
-0.6453471841113817,0.2244979134268081,0.0899862102238251,0,1
2.79456199233324,-0.4250965025587132,-0.2186341771466337,1,0
0.2146301099997737,-0.4250965025587132,0.3136941027872559,0,0
-0.6653466560674551,-0.2951776193616089,-0.0897462198883457,0,1
1.134605819979149,-0.4250965025587132,-0.1852715249044152,1,0
-0.6453471841113817,0.2244979134268081,-0.1133115761141245,0,1
0.3446266777142507,-0.0353398529674004,-0.1333256072337853,0,0
-0.2253582730338406,-0.2951776193616089,-0.131794710195559,0,1
-0.8553416396501522,-0.0353398529674004,-0.1637889006957583,0,1
-0.6353474481333451,-0.1652587361645046,-0.1220129901664268,0,1
-0.8453419036721156,-0.0353398529674004,0.3210570945016321,0,1
-0.1253609132534738,-0.2951776193616089,-0.1398007676716321,0,1
-0.7253450719356752,-0.4250965025587132,-0.2041863363483728,0,1
-0.215358537055804,-0.4250965025587132,-0.1970046936290772,0,1
-0.8553416396501522,0.4843356798210166,0.0318833272846309,0,1
-0.7753437518258587,0.6142545630181209,0.5355940682524905,0,1
1.9945831140903048,-0.4250965025587132,-0.161416900342925,1,0
-0.6253477121553084,0.7441734462152251,0.0732787386954497,0,1
-0.7753437518258587,1.3937678622007466,0.8547048830745745,3,1
0.0446345983731499,-0.1652587361645046,-0.1007150526644164,0,0
-0.6353474481333451,1.133930095806538,0.2605488340939457,0,1
-0.9153400555183724,-0.4250965025587132,-0.1341444591379529,0,1
-0.8353421676940789,0.0945790302297038,0.2953422520274134,0,1
0.1346322221754802,-0.4250965025587132,-0.1891822102891285,0,0
-0.8853408475842623,-0.2951776193616089,-0.1113434388607652,0,1
0.5846203411871314,-0.2951776193616089,-0.1138478351057125,1,0
-0.215358537055804,-0.4250965025587132,-0.2020446380935867,0,1
-0.8753411116062256,-0.2951776193616089,-0.1567963949651969,0,1
-0.8953405835622991,2.692956694171789,0.4147066056176656,3,1
-0.6053482401992349,0.2244979134268081,0.0669615632717222,0,1
-0.0753622333632903,-0.0353398529674004,-0.1175582577964717,0,1
-0.8853408475842623,0.0945790302297038,-0.1478824799431989,0,1
-0.8753411116062256,-0.0353398529674004,-0.1137999945732679,0,1
2.784562256355203,-0.4250965025587132,-0.180955863849706,1,0
-0.6453471841113817,0.3544167966239123,0.0617291441069123,0,1
-0.8153426957380054,0.3544167966239123,0.2143293168998788,0,1
-0.215358537055804,-0.0353398529674004,-0.1355040203157963,0,1
0.2146301099997737,-0.4250965025587132,-0.1781510735638277,0,0
-0.6853461280235285,1.0040112126094336,1.8737516143943247,3,1
0.8746126845501954,-0.4250965025587132,-0.2022660396274581,1,0
1.4145984273641767,-0.4250965025587132,-0.1858344855885304,1,0
2.604567008750543,-0.4250965025587132,-0.2162688522169323,1,0
2.2245770415851487,-0.2951776193616089,-0.1418189705984799,1,0
2.4045722891898094,-0.4250965025587132,-0.2025174805654226,1,0
2.79456199233324,-0.4250965025587132,-0.2112678477206915,1,0
-0.1453603852095471,-0.2951776193616089,-0.1158437866221209,0,1
-0.2853566889020608,-0.4250965025587132,-0.1809781152601454,0,1
0.4146248295605075,-0.2951776193616089,-0.1677574397476139,0,0
-0.4053535206385011,0.3544167966239123,2.138919447458848,3,1
-0.9053403195403356,0.8740923294123294,0.238284072808346,0,1
-0.9153400555183724,26.59803120243897,3.523006129888516,2,1
-0.8853408475842623,0.0945790302297038,0.2265876189109091,0,1
0.3646261496703241,-0.4250965025587132,-0.1978580352194257,0,0
-0.115361177275437,-0.4250965025587132,0.2572834396119731,0,1
-0.6953458640015652,0.2244979134268081,2.15561913099357,0,1
1.4345978993202502,-0.1652587361645046,0.1064144265511869,1,0
1.8845860183319008,-0.2951776193616089,0.195554689341689,1,0
-0.0553627614072169,-0.4250965025587132,-0.2160819403692419,0,1
-0.7653440158478221,1.133930095806538,0.6456061540350899,3,1
0.2446293179338838,-0.2951776193616089,0.0820324435622845,0,0
-0.4053535206385011,-0.1652587361645046,-0.0581681307633619,0,1
-0.8453419036721156,-0.2951776193616089,-0.0173278920430046,0,1
0.4546237734726543,-0.2951776193616089,-0.1735817464301101,0,0
2.244576513541222,-0.4250965025587132,-0.0400955352045332,1,0
-0.8853408475842623,0.3544167966239123,0.5490939989660356,0,1
1.4645971072543602,-0.4250965025587132,-0.1013180658873224,1,0
1.1846044998693328,-0.4250965025587132,-0.0781932875882424,1,0
-0.3253556328142076,-0.4250965025587132,-0.1292580494054747,0,1
-0.7553442798697854,0.0945790302297038,-0.0743449061527592,0,1
-0.7253450719356752,0.2244979134268081,-0.1370727447517695,0,1
-0.5453498243310149,0.4843356798210166,0.2144027465543286,0,1
-0.2853566889020608,-0.2951776193616089,-0.1365709754463624,0,1
-0.8753411116062256,0.0945790302297038,0.0307796573268398,0,1
-0.9053403195403356,0.2244979134268081,0.0190965542756664,0,1
-0.8353421676940789,-0.2951776193616089,-0.1646433548566288,0,1
2.714564104508946,-0.4250965025587132,-0.1938449933466914,1,0
-0.8253424317160422,-0.1652587361645046,-0.1769661859579331,0,1
-0.2753569529240241,-0.4250965025587132,-0.2183326705351807,0,1
0.9946095162866356,-0.4250965025587132,-0.1924019893797005,1,0
2.814561464289313,-0.4250965025587132,-0.2071235225263652,1,0
1.6445923548590209,-0.4250965025587132,-0.1839887310925875,1,0
2.4245717611458826,-0.2951776193616089,-0.1678631339472007,1,0
-0.3953537846604644,-0.2951776193616089,-0.1328249504989002,0,1
-0.7353448079137119,-0.4250965025587132,-0.1806576949498189,0,1
2.73456357646502,-0.4250965025587132,-0.2002890018099231,1,0
-0.8253424317160422,-0.1652587361645046,0.5476932726788794,0,1
0.9446108363964524,-0.4250965025587132,-0.1809803404011893,1,0
-0.5553495603090515,-0.1652587361645046,-0.1747421574845214,0,1
0.854613212594122,-0.4250965025587132,-0.1741124425690882,1,0
1.684591298771167,-0.1652587361645046,-0.171270937455985,1,0
-0.4753516724847579,-0.4250965025587132,-0.2030025613130002,0,1
0.0946332782633334,-0.4250965025587132,-0.2145421427668398,0,0
0.5546211332530212,-0.2951776193616089,-0.1102342060503643,1,0
0.0346348623951132,-0.2951776193616089,-0.1648903455125054,0,0
1.8845860183319008,-0.4250965025587132,-0.210078509832709,1,0
1.694591034749204,-0.4250965025587132,-0.0569843557279893,1,0
-0.8953405835622991,-0.0353398529674004,-0.1237096602124262,0,1
1.2146037078034428,-0.4250965025587132,-0.2182358768997696,1,0
-0.215358537055804,-0.2951776193616089,-0.1229820390910599,0,1
-0.1753595931436572,0.0945790302297038,-0.0327948474393871,0,1
-0.3253556328142076,-0.4250965025587132,-0.1843692302111002,0,1
-0.8953405835622991,0.3544167966239123,-0.0644786307639576,0,1
-0.8653413756281889,-0.1652587361645046,-0.1806944097770438,0,1
-0.8953405835622991,0.2244979134268081,-0.1152129591361657,0,1
2.444571233101956,-0.2951776193616089,-0.1959533144858185,1,0
-0.5453498243310149,0.2244979134268081,0.5296251274021386,0,1
1.694591034749204,-0.4250965025587132,-0.2046258017045497,1,0
-0.6053482401992349,-0.2951776193616089,-0.1859368420765514,0,1
0.5246219253189112,-0.4250965025587132,-0.1821151623335954,1,0
1.9045854902879744,-0.4250965025587132,-0.1937971528142468,1,0
-0.3353553687922443,-0.0353398529674004,0.0621474706231718,0,1
0.8046145327039386,-0.4250965025587132,-0.213632060079871,1,0
-0.5853487682431616,-0.2951776193616089,-0.1525486007123277,0,1
-0.8953405835622991,1.2638489790036422,0.3935332760141155,3,1
0.5146221893408744,-0.0353398529674004,0.0748207614388957,0,0
-0.8753411116062256,2.692956694171789,0.2189631731238705,3,1
-0.2253582730338406,-0.2951776193616089,-0.1040561019418827,0,1
-0.2653572169459874,0.4843356798210166,-0.039163201107125,0,1
-0.6353474481333451,-0.2951776193616089,-0.1922862820454159,0,1
1.7445897146393876,-0.0353398529674004,-0.1891566211671233,1,0
-0.7053455999796019,-0.4250965025587132,-0.1315866595079512,0,1
-0.6153479761772717,-0.2951776193616089,-0.1116327071964766,0,1
0.0446345983731499,-0.4250965025587132,-0.2135119024634986,0,0
2.024582322024415,-0.4250965025587132,-0.1938894961675701,1,0
0.4246245655385443,0.2244979134268081,-0.0108104539253231,0,0
-0.1353606492315104,-0.1652587361645046,-0.0811916651449429,0,1
2.8045617283112767,-0.4250965025587132,-0.2243127370907523,1,0
-0.8453419036721156,0.2244979134268081,0.0139809550156631,0,1
1.1846044998693328,-0.2951776193616089,-0.1054568282290389,1,0
-0.4053535206385011,-0.4250965025587132,-0.1705644551745361,0,1
0.4546237734726543,-0.4250965025587132,-0.2121834932602702,0,0
-0.6653466560674551,-0.2951776193616089,-0.0540749838130461,0,1
1.9045854902879744,-0.4250965025587132,-0.166345587755238,1,0
-0.6653466560674551,0.3544167966239123,0.2205730626691565,0,1
0.9346111004184156,0.2244979134268081,-0.049754872476249,1,0
-0.085361969341327,-0.2951776193616089,-0.1862027464313015,0,1
2.344573873321589,-0.2951776193616089,-0.1618007371730036,1,0
1.8945857543099376,-0.4250965025587132,-0.1869414932578874,1,0
0.5046224533628378,-0.2951776193616089,-0.1903648727539793,0,0
-0.345355104770281,-0.2951776193616089,0.0182187361338346,0,1
-0.8853408475842623,1.0040112126094336,-0.0576863877273503,0,1
1.4345978993202502,-0.2951776193616089,-0.1334279637218062,1,0
-0.4753516724847579,-0.1652587361645046,-0.1647768633192648,0,1
1.8345873384417175,-0.4250965025587132,-0.1953970292248351,1,0
-0.8353421676940789,-0.2951776193616089,-0.0657781131336149,0,1
-0.6753463920454919,-0.0353398529674004,-0.1502856322706472,0,1
-0.0453630254291802,-0.4250965025587132,-0.1941676387980618,0,1
-0.2953564248800975,-0.1652587361645046,-0.0978001178968633,0,1
